carat,cut,color,clarity,x,y,z,price,cut/wt,color/wt,clarity/wt
1.71,3,7,2,7.69,7.64,4.66,8.948,1.7543859649122808,4.093567251461988,1.1695906432748537
1.51,6,5,3,7.48,7.6,4.41,9.155,3.9735099337748343,3.3112582781456954,1.9867549668874172
0.3,3,2,4,4.34,4.31,2.68,6.815,10.0,6.666666666666667,13.333333333333334
0.4,3,2,4,4.71,4.76,2.88,6.821,7.5,5.0,10.0
1.0,1,5,4,6.35,6.28,4.09,8.248,1.0,5.0,4.0
1.52,4,3,4,7.38,7.29,4.56,9.472,2.6315789473684212,1.9736842105263157,2.6315789473684212
1.02,3,6,2,6.57,6.53,3.97,8.322,2.941176470588235,5.88235294117647,1.9607843137254901
1.0,6,4,2,6.53,6.49,3.79,8.139,6.0,4.0,2.0
1.83,3,5,3,7.87,7.81,4.82,9.618,1.639344262295082,2.73224043715847,1.639344262295082
0.32,3,2,4,4.37,4.41,2.69,6.631,9.375,6.25,12.5
0.44,2,1,4,5.01,4.94,2.93,6.909,4.545454545454546,2.272727272727273,9.090909090909092
0.7,4,5,6,5.72,5.66,3.47,7.88,5.714285714285714,7.142857142857143,8.571428571428571
0.32,3,5,6,4.42,4.37,2.71,6.719,9.375,15.625,18.75
0.31,2,3,5,4.3,4.27,2.74,6.658,6.451612903225807,9.67741935483871,16.129032258064516
1.08,6,3,7,6.64,6.61,4.04,9.231,5.555555555555555,2.7777777777777777,6.481481481481481
2.01,4,5,2,7.93,7.9,4.99,9.675,1.9900497512437814,2.4875621890547266,0.9950248756218907
0.4,3,1,7,4.79,4.82,2.92,7.153,7.5,2.5,17.5
0.37,6,5,3,4.58,4.54,2.88,6.528,16.216216216216218,13.513513513513514,8.108108108108109
0.72,3,6,7,5.77,5.8,3.55,7.879,4.166666666666667,8.333333333333334,9.722222222222223
0.4,4,1,5,4.75,4.71,2.95,7.026,10.0,2.5,12.5
0.91,3,1,4,6.17,6.14,3.82,8.313,3.2967032967032965,1.0989010989010988,4.395604395604395
0.4,3,1,5,4.7,4.72,2.94,7.131,7.5,2.5,12.5
2.02,3,6,2,8.1,8.06,5.03,9.266,1.4851485148514851,2.9702970297029703,0.9900990099009901
0.53,6,2,3,5.18,5.2,3.16,7.255,11.320754716981131,3.773584905660377,5.660377358490566
0.71,3,1,5,5.8,5.85,3.52,8.083,4.225352112676057,1.4084507042253522,7.042253521126761
0.4,3,1,7,4.7,4.74,2.91,7.195,7.5,2.5,17.5
1.24,1,4,2,6.72,6.68,4.4,8.308,0.8064516129032259,3.2258064516129035,1.6129032258064517
1.02,4,2,1,6.42,6.47,3.96,8.235,3.9215686274509802,1.9607843137254901,0.9803921568627451
0.71,4,2,3,5.73,5.75,3.52,7.936,5.633802816901409,2.8169014084507045,4.225352112676057
0.31,3,5,8,4.41,4.39,2.64,6.953,9.67741935483871,16.129032258064516,25.806451612903228
1.0,1,5,5,6.22,6.17,4.05,8.382,1.0,5.0,5.0
1.02,6,5,3,6.47,6.53,3.98,8.492,5.88235294117647,4.901960784313726,2.941176470588235
0.23,6,4,7,4.0,4.01,2.41,6.028,26.08695652173913,17.391304347826086,30.434782608695652
1.05,6,1,3,6.54,6.6,3.99,8.66,5.714285714285714,0.9523809523809523,2.857142857142857
0.5,6,1,4,5.08,5.1,3.16,7.28,12.0,2.0,8.0
0.7,6,4,4,5.69,5.74,3.53,8.015,8.571428571428571,5.714285714285714,5.714285714285714
0.24,6,3,7,3.92,3.96,2.5,6.184,25.0,12.5,29.166666666666668
0.72,4,1,7,5.75,5.67,3.59,8.179,5.555555555555555,1.3888888888888888,9.722222222222223
0.28,2,1,4,4.23,4.18,2.68,6.438,7.142857142857142,3.571428571428571,14.285714285714285
1.03,4,5,5,6.48,6.43,4.03,8.68,3.883495145631068,4.854368932038835,4.854368932038835
1.43,1,6,5,7.73,7.25,3.93,8.814,0.6993006993006994,4.195804195804196,3.4965034965034967
1.79,6,3,4,7.7,7.8,4.87,9.822,3.35195530726257,1.675977653631285,2.2346368715083798
0.45,4,3,2,4.95,4.9,3.03,6.842,8.88888888888889,6.666666666666666,4.444444444444445
1.21,3,5,4,6.84,6.78,4.26,8.931,2.479338842975207,4.132231404958678,3.3057851239669422
1.58,3,3,3,7.52,7.57,4.65,9.447,1.8987341772151898,1.8987341772151898,1.8987341772151898
0.32,3,5,6,4.43,4.4,2.7,6.719,9.375,15.625,18.75
1.04,4,6,2,6.56,6.49,4.02,8.284,3.846153846153846,5.769230769230769,1.923076923076923
0.53,3,1,4,5.2,5.24,3.2,7.451,5.660377358490566,1.8867924528301885,7.547169811320754
0.4,4,2,2,4.83,4.8,2.91,6.751,10.0,5.0,5.0
1.35,4,7,4,7.19,7.12,4.33,8.741,2.962962962962963,5.185185185185185,2.962962962962963
0.3,6,3,4,4.25,4.3,2.68,6.405,20.0,10.0,13.333333333333334
0.3,3,2,3,4.34,4.35,2.65,6.314,10.0,6.666666666666667,10.0
0.71,1,7,4,5.63,5.53,3.62,7.269,1.4084507042253522,9.859154929577466,5.633802816901409
0.9,4,6,4,6.28,6.24,3.7,8.127,4.444444444444445,6.666666666666666,4.444444444444445
2.16,6,7,3,8.29,8.31,5.1,9.597,2.7777777777777777,3.2407407407407405,1.3888888888888888
0.32,4,1,3,4.39,4.34,2.74,6.579,12.5,3.125,9.375
1.01,3,1,3,6.52,6.49,3.95,8.487,2.9702970297029703,0.9900990099009901,2.9702970297029703
0.31,4,2,7,4.31,4.3,2.7,6.848,12.903225806451614,6.451612903225807,22.580645161290324
1.09,3,3,6,6.52,6.6,4.1,9.177,2.7522935779816513,2.7522935779816513,5.504587155963303
1.01,4,3,4,6.36,6.43,3.97,8.698,3.9603960396039604,2.9702970297029703,3.9603960396039604
0.73,3,2,4,5.81,5.78,3.56,8.151,4.109589041095891,2.73972602739726,5.47945205479452
0.34,4,4,4,4.43,4.47,2.76,6.39,11.76470588235294,11.76470588235294,11.76470588235294
0.32,4,4,8,4.41,4.38,2.68,6.859,12.5,12.5,25.0
1.21,4,1,3,6.82,6.79,4.26,8.9,3.3057851239669422,0.8264462809917356,2.479338842975207
0.9,4,3,2,6.12,6.07,3.77,8.074,4.444444444444445,3.333333333333333,2.2222222222222223
0.31,3,3,8,4.37,4.42,2.69,6.825,9.67741935483871,9.67741935483871,25.806451612903228
0.79,3,2,4,5.95,6.0,3.66,8.247,3.7974683544303796,2.531645569620253,5.063291139240506
0.46,3,1,7,4.89,4.98,3.09,7.369,6.521739130434782,2.1739130434782608,15.217391304347826
0.37,3,1,5,4.64,4.67,2.85,6.775,8.108108108108109,2.7027027027027026,13.513513513513514
0.94,4,2,3,6.32,6.27,3.82,8.48,4.25531914893617,2.127659574468085,3.191489361702128
0.7,6,6,5,5.62,5.67,3.52,7.586,8.571428571428571,8.571428571428571,7.142857142857143
1.5,1,5,2,7.2,7.11,4.62,8.74,0.6666666666666666,3.3333333333333335,1.3333333333333333
0.44,6,2,3,4.82,4.85,3.04,6.744,13.636363636363637,4.545454545454546,6.818181818181818
0.9,6,4,5,6.15,6.25,3.8,8.415,6.666666666666666,4.444444444444445,5.555555555555555
1.61,6,1,2,7.42,7.45,4.68,9.296,3.7267080745341614,0.6211180124223602,1.2422360248447204
0.38,6,2,3,4.67,4.72,2.91,6.373,15.789473684210526,5.2631578947368425,7.894736842105263
0.42,6,1,6,4.79,4.82,2.98,7.062,14.285714285714286,2.380952380952381,14.285714285714286
0.33,6,4,5,4.44,4.48,2.68,6.501,18.18181818181818,12.121212121212121,15.15151515151515
0.7,3,1,3,5.69,5.64,3.54,7.786,4.285714285714286,1.4285714285714286,4.285714285714286
0.31,4,1,6,4.43,4.38,2.68,6.953,12.903225806451614,3.2258064516129035,19.35483870967742
0.3,3,3,4,4.29,4.32,2.69,6.351,10.0,10.0,13.333333333333334
1.5,3,4,5,7.32,7.4,4.49,9.44,2.0,2.6666666666666665,3.3333333333333335
0.7,3,3,5,5.75,5.71,3.53,7.963,4.285714285714286,4.285714285714286,7.142857142857143
1.26,4,6,2,6.98,6.92,4.32,8.594,3.1746031746031744,4.761904761904762,1.5873015873015872
0.93,1,6,4,6.09,6.06,3.93,8.089,1.075268817204301,6.451612903225806,4.301075268817204
0.32,4,5,4,4.39,4.43,2.67,6.225,12.5,15.625,12.5
0.5,6,5,4,5.05,5.08,3.13,6.979,12.0,10.0,8.0
0.32,3,1,4,4.38,4.37,2.72,6.802,9.375,3.125,12.5
1.06,3,4,6,6.61,6.66,3.99,9.063,2.830188679245283,3.773584905660377,5.660377358490566
0.9,6,3,3,6.13,6.09,3.86,8.264,6.666666666666666,3.333333333333333,3.333333333333333
0.31,4,6,5,4.32,4.29,2.71,6.443,12.903225806451614,19.35483870967742,16.129032258064516
0.7,6,5,3,5.67,5.7,3.47,7.653,8.571428571428571,7.142857142857143,4.285714285714286
0.9,3,3,3,6.25,6.21,3.78,8.372,3.333333333333333,3.333333333333333,3.333333333333333
0.91,4,4,5,6.38,6.27,3.85,8.414,4.395604395604395,4.395604395604395,5.4945054945054945
0.31,3,4,8,4.35,4.38,2.69,6.792,9.67741935483871,12.903225806451614,25.806451612903228
0.54,2,1,6,5.47,5.39,3.12,7.779,3.7037037037037033,1.8518518518518516,11.11111111111111
0.42,3,2,5,4.84,4.79,2.96,7.119,7.142857142857143,4.761904761904762,11.904761904761905
1.54,4,6,2,7.46,7.41,4.47,8.952,2.5974025974025974,3.896103896103896,1.2987012987012987
0.83,6,5,4,5.95,6.02,3.69,8.086,7.228915662650603,6.024096385542169,4.819277108433735
0.32,4,3,4,4.46,4.48,2.66,6.4,12.5,9.375,12.5
0.72,6,1,3,5.72,5.76,3.61,7.85,8.333333333333334,1.3888888888888888,4.166666666666667
1.21,3,4,5,6.9,6.87,4.21,9.071,2.479338842975207,3.3057851239669422,4.132231404958678
1.03,4,3,2,6.46,6.43,3.97,8.431,3.883495145631068,2.912621359223301,1.941747572815534
0.36,3,2,4,4.59,4.63,2.81,6.748,8.333333333333334,5.555555555555555,11.11111111111111
0.31,3,2,3,4.34,4.32,2.73,6.596,9.67741935483871,6.451612903225807,9.67741935483871
0.7,4,4,6,5.67,5.63,3.49,7.963,5.714285714285714,5.714285714285714,8.571428571428571
0.23,6,1,7,3.99,4.13,2.43,6.525,26.08695652173913,4.3478260869565215,30.434782608695652
1.0,2,3,3,6.29,6.35,4.01,8.487,2.0,3.0,3.0
0.34,3,2,7,4.45,4.49,2.79,7.033,8.823529411764705,5.88235294117647,20.588235294117645
0.36,3,2,2,4.56,4.6,2.84,6.286,8.333333333333334,5.555555555555555,5.555555555555555
0.61,3,4,5,5.48,5.5,3.38,7.688,4.918032786885246,6.557377049180328,8.19672131147541
2.21,4,5,3,8.39,8.34,5.11,9.546,1.8099547511312217,2.262443438914027,1.3574660633484164
1.07,4,5,5,6.6,6.52,4.1,8.659,3.7383177570093458,4.672897196261682,4.672897196261682
0.25,4,5,7,4.11,4.08,2.46,6.358,16.0,20.0,28.0
0.9,1,6,1,5.96,5.88,3.98,7.488,1.1111111111111112,6.666666666666666,1.1111111111111112
0.31,3,4,6,4.36,4.38,2.7,6.532,9.67741935483871,12.903225806451614,19.35483870967742
0.33,4,1,3,4.43,4.41,2.75,6.611,12.121212121212121,3.0303030303030303,9.09090909090909
0.6,3,3,3,5.43,5.39,3.39,7.411,5.0,5.0,5.0
1.07,3,5,3,6.61,6.68,4.05,8.523,2.803738317757009,4.672897196261682,2.803738317757009
0.9,6,4,5,6.06,6.13,3.82,8.421,6.666666666666666,4.444444444444445,5.555555555555555
2.0,3,1,3,8.08,8.01,5.04,9.72,1.5,0.5,1.5
0.35,3,2,3,4.54,4.51,2.82,6.718,8.571428571428571,5.714285714285714,8.571428571428571
0.34,3,3,5,4.53,4.56,2.77,6.583,8.823529411764705,8.823529411764705,14.705882352941176
1.56,4,7,5,7.54,7.49,4.61,8.874,2.564102564102564,4.487179487179487,3.205128205128205
1.5,1,6,3,7.52,7.57,4.28,8.976,0.6666666666666666,4.0,2.0
0.32,4,4,6,4.35,4.38,2.72,6.593,12.5,12.5,18.75
0.59,3,2,3,5.35,5.4,3.36,7.507,5.084745762711865,3.3898305084745766,5.084745762711865
0.31,2,5,4,4.27,4.32,2.71,6.192,6.451612903225807,16.129032258064516,12.903225806451614
1.5,1,4,2,6.87,6.76,4.67,8.788,0.6666666666666666,2.6666666666666665,1.3333333333333333
0.56,3,1,5,5.3,5.34,3.26,7.643,5.357142857142857,1.7857142857142856,8.928571428571427
0.5,4,1,2,5.19,5.16,3.08,7.123,8.0,2.0,4.0
0.43,4,3,3,4.82,4.84,2.98,6.605,9.30232558139535,6.976744186046512,6.976744186046512
0.28,6,3,6,4.16,4.19,2.58,6.39,21.428571428571427,10.714285714285714,21.428571428571427
0.37,3,7,5,4.59,4.64,2.88,6.188,8.108108108108109,18.91891891891892,13.513513513513514
0.7,6,1,4,5.62,5.66,3.58,7.969,8.571428571428571,1.4285714285714286,5.714285714285714
1.0,1,2,3,6.15,6.04,4.1,8.536,1.0,2.0,3.0
1.66,3,5,5,7.6,7.66,4.69,9.63,1.8072289156626506,3.0120481927710845,3.0120481927710845
1.11,4,5,2,6.75,6.66,4.01,8.42,3.603603603603603,4.504504504504504,1.8018018018018016
0.37,3,3,5,4.61,4.65,2.83,6.698,8.108108108108109,8.108108108108109,13.513513513513514
0.33,6,4,5,4.46,4.49,2.72,6.48,18.18181818181818,12.121212121212121,15.15151515151515
0.34,3,3,4,4.47,4.45,2.77,6.78,8.823529411764705,8.823529411764705,11.76470588235294
0.51,3,4,5,5.14,5.17,3.2,7.412,5.88235294117647,7.8431372549019605,9.803921568627452
0.41,2,1,5,4.67,4.7,2.94,6.718,4.878048780487805,2.4390243902439024,12.195121951219512
0.9,2,5,3,6.23,6.27,3.69,8.182,2.2222222222222223,5.555555555555555,3.333333333333333
0.54,6,3,5,5.15,5.22,3.21,7.41,11.11111111111111,5.555555555555555,9.25925925925926
1.75,2,6,5,7.92,7.97,4.63,9.476,1.1428571428571428,3.4285714285714284,2.857142857142857
0.7,6,1,4,5.74,5.7,3.46,7.915,8.571428571428571,1.4285714285714286,5.714285714285714
0.76,3,1,2,5.87,5.92,3.63,7.894,3.9473684210526314,1.3157894736842106,2.6315789473684212
1.11,6,4,4,6.62,6.54,4.18,8.483,5.405405405405405,3.603603603603603,3.603603603603603
0.24,2,3,5,3.96,4.0,2.42,5.922,8.333333333333334,12.5,20.833333333333336
0.34,3,5,8,4.51,4.55,2.78,6.738,8.823529411764705,14.705882352941176,23.52941176470588
0.71,2,3,2,5.65,5.59,3.6,7.505,2.8169014084507045,4.225352112676057,2.8169014084507045
1.01,6,1,4,6.5,6.54,3.88,8.894,5.9405940594059405,0.9900990099009901,3.9603960396039604
0.35,6,6,4,4.5,4.53,2.84,6.196,17.142857142857142,17.142857142857142,11.428571428571429
1.22,4,5,3,6.92,6.86,4.2,8.482,3.278688524590164,4.098360655737705,2.459016393442623
1.04,3,6,3,6.5,6.59,4.02,8.395,2.8846153846153846,5.769230769230769,2.8846153846153846
0.58,3,1,5,5.33,5.35,3.3,7.624,5.172413793103448,1.7241379310344829,8.620689655172415
1.47,1,3,2,6.99,6.94,4.59,8.717,0.6802721088435374,2.0408163265306123,1.3605442176870748
0.54,3,2,5,5.28,5.3,3.25,7.578,5.555555555555555,3.7037037037037033,9.25925925925926
2.12,6,7,2,8.16,8.21,5.1,9.395,2.830188679245283,3.30188679245283,0.9433962264150942
0.37,3,2,6,4.61,4.65,2.85,6.976,8.108108108108109,5.405405405405405,16.216216216216218
0.41,4,2,3,4.77,4.81,2.9,6.673,9.75609756097561,4.878048780487805,7.317073170731708
1.51,3,4,3,7.38,7.32,4.58,9.305,1.9867549668874172,2.6490066225165565,1.9867549668874172
0.4,3,4,6,4.68,4.64,2.91,6.957,7.5,10.0,15.0
0.99,3,6,3,6.4,6.42,3.96,8.469,3.0303030303030303,6.0606060606060606,3.0303030303030303
0.33,3,3,7,4.44,4.42,2.74,6.929,9.09090909090909,9.09090909090909,21.21212121212121
1.04,4,3,3,6.48,6.44,4.02,8.575,3.846153846153846,2.8846153846153846,2.8846153846153846
0.5,3,2,4,5.09,5.05,3.19,7.506,6.0,4.0,8.0
1.82,4,5,3,7.81,7.77,4.83,9.612,2.1978021978021975,2.7472527472527473,1.6483516483516483
0.5,4,4,7,5.12,5.08,3.11,7.635,8.0,8.0,14.0
1.02,4,5,4,6.39,6.43,4.0,8.586,3.9215686274509802,4.901960784313726,3.9215686274509802
1.01,6,4,4,6.34,6.39,4.05,8.772,5.9405940594059405,3.9603960396039604,3.9603960396039604
1.51,4,6,4,7.35,7.29,4.56,9.105,2.6490066225165565,3.9735099337748343,2.6490066225165565
1.09,2,3,3,6.63,6.58,4.03,8.35,1.8348623853211008,2.7522935779816513,2.7522935779816513
1.34,6,5,2,7.08,7.01,4.3,8.378,4.477611940298507,3.731343283582089,1.4925373134328357
1.07,4,4,4,6.59,6.55,4.08,8.775,3.7383177570093458,3.7383177570093458,3.7383177570093458
0.82,4,3,2,6.07,6.03,3.65,7.909,4.878048780487805,3.658536585365854,2.4390243902439024
1.11,3,6,2,6.62,6.66,4.11,8.384,2.7027027027027026,5.405405405405405,1.8018018018018016
0.81,6,4,3,5.89,5.94,3.69,7.94,7.4074074074074066,4.938271604938271,3.7037037037037033
0.72,3,4,4,5.77,5.8,3.57,7.776,4.166666666666667,5.555555555555555,5.555555555555555
0.7,6,6,7,5.69,5.71,3.51,7.779,8.571428571428571,8.571428571428571,10.0
0.3,3,4,5,4.41,4.37,2.63,6.654,10.0,13.333333333333334,16.666666666666668
1.01,4,4,2,6.34,6.29,3.98,8.304,3.9603960396039604,3.9603960396039604,1.9801980198019802
0.97,6,4,7,6.33,6.36,3.93,8.911,6.185567010309279,4.123711340206186,7.216494845360825
1.31,3,5,2,7.0,6.96,4.34,8.795,2.2900763358778624,3.8167938931297707,1.5267175572519083
0.91,6,1,2,6.12,6.16,3.87,8.235,6.593406593406593,1.0989010989010988,2.1978021978021975
0.31,3,1,4,4.38,4.34,2.7,6.771,9.67741935483871,3.2258064516129035,12.903225806451614
0.53,2,1,3,5.19,5.1,3.27,7.11,3.773584905660377,1.8867924528301885,5.660377358490566
1.5,6,6,3,7.34,7.4,4.47,9.045,4.0,4.0,2.0
0.25,3,5,7,4.1,4.11,2.47,6.263,12.0,20.0,28.0
1.33,3,4,5,7.12,7.07,4.4,9.263,2.255639097744361,3.007518796992481,3.7593984962406015
1.2,3,6,2,6.8,6.7,4.22,8.277,2.5,5.0,1.6666666666666667
0.35,6,4,3,4.5,4.46,2.84,6.506,17.142857142857142,11.428571428571429,8.571428571428571
0.58,3,3,4,5.37,5.33,3.32,7.49,5.172413793103448,5.172413793103448,6.8965517241379315
2.01,3,4,3,8.08,8.0,4.95,9.459,1.492537313432836,1.9900497512437814,1.492537313432836
0.82,6,6,3,6.01,6.08,3.66,7.864,7.317073170731708,7.317073170731708,3.658536585365854
1.58,3,6,3,7.55,7.48,4.64,9.142,1.8987341772151898,3.7974683544303796,1.8987341772151898
0.71,4,1,2,5.7,5.67,3.56,7.804,5.633802816901409,1.4084507042253522,2.8169014084507045
0.39,3,1,5,4.78,4.79,2.88,6.775,7.692307692307692,2.564102564102564,12.82051282051282
0.41,4,1,5,4.76,4.82,2.91,6.984,9.75609756097561,2.4390243902439024,12.195121951219512
1.51,3,4,2,7.31,7.37,4.57,9.148,1.9867549668874172,2.6490066225165565,1.3245033112582782
0.36,3,2,3,4.63,4.59,2.82,6.746,8.333333333333334,5.555555555555555,8.333333333333334
0.34,3,1,3,4.51,4.55,2.75,6.39,8.823529411764705,2.941176470588235,8.823529411764705
1.01,1,3,4,6.3,6.25,4.07,8.474,0.9900990099009901,2.9702970297029703,3.9603960396039604
0.91,4,5,7,6.16,6.19,3.86,8.524,4.395604395604395,5.4945054945054945,7.692307692307692
1.5,4,4,3,7.31,7.27,4.56,9.134,2.6666666666666665,2.6666666666666665,2.0
1.51,4,7,4,7.43,7.36,4.49,8.903,2.6490066225165565,4.635761589403973,2.6490066225165565
0.53,3,2,4,5.21,5.24,3.21,7.368,5.660377358490566,3.773584905660377,7.547169811320754
0.7,6,6,3,5.65,5.62,3.58,7.6,8.571428571428571,8.571428571428571,4.285714285714286
1.01,2,4,3,6.24,6.31,3.97,8.472,1.9801980198019802,3.9603960396039604,2.9702970297029703
0.47,3,1,5,5.01,5.05,3.08,7.535,6.382978723404256,2.127659574468085,10.638297872340425
0.3,3,1,4,4.3,4.34,2.69,6.489,10.0,3.3333333333333335,13.333333333333334
0.71,6,2,3,5.76,5.79,3.47,7.98,8.450704225352114,2.8169014084507045,4.225352112676057
0.59,3,6,5,5.41,5.43,3.35,7.245,5.084745762711865,10.16949152542373,8.474576271186441
1.0,6,6,2,6.41,6.34,3.88,8.094,6.0,6.0,2.0
0.46,3,4,8,5.0,5.02,3.06,7.594,6.521739130434782,8.695652173913043,17.391304347826086
1.22,4,2,2,6.8,6.74,4.2,8.707,3.278688524590164,1.639344262295082,1.639344262295082
0.41,6,6,7,4.7,4.75,3.0,6.739,14.634146341463415,14.634146341463415,17.073170731707318
1.33,4,4,5,7.2,7.12,4.31,9.21,3.007518796992481,3.007518796992481,3.7593984962406015
1.51,6,1,3,7.3,7.38,4.51,9.329,3.9735099337748343,0.6622516556291391,1.9867549668874172
0.35,3,6,6,4.53,4.49,2.81,6.669,8.571428571428571,17.142857142857142,17.142857142857142
0.32,3,4,2,4.35,4.32,2.73,6.292,9.375,12.5,6.25
0.3,4,4,6,4.34,4.32,2.65,6.778,13.333333333333334,13.333333333333334,20.0
1.05,2,3,2,6.4,6.36,4.06,8.291,1.9047619047619047,2.857142857142857,1.9047619047619047
0.44,3,2,5,4.95,4.91,3.01,7.165,6.818181818181818,4.545454545454546,11.363636363636363
0.78,3,1,4,5.89,5.95,3.67,8.112,3.846153846153846,1.282051282051282,5.128205128205128
0.55,3,7,3,5.31,5.34,3.25,7.004,5.454545454545454,12.727272727272727,5.454545454545454
1.19,2,3,3,6.98,7.02,4.03,8.67,1.680672268907563,2.5210084033613445,2.5210084033613445
0.8,6,3,2,6.01,6.03,3.67,7.927,7.5,3.75,2.5
0.33,6,1,6,4.45,4.5,2.69,6.889,18.18181818181818,3.0303030303030303,18.18181818181818
0.9,4,1,4,6.45,6.34,3.71,8.386,4.444444444444445,1.1111111111111112,4.444444444444445
1.62,3,4,3,7.48,7.53,4.67,9.417,1.8518518518518516,2.4691358024691357,1.8518518518518516
0.7,6,3,3,5.76,5.91,3.45,7.731,8.571428571428571,4.285714285714286,4.285714285714286
0.43,3,4,8,4.81,4.86,2.96,7.268,6.976744186046512,9.30232558139535,18.6046511627907
1.01,2,6,3,6.51,6.48,3.79,8.13,1.9801980198019802,5.9405940594059405,2.9702970297029703
1.51,3,2,2,7.4,7.36,4.52,8.844,1.9867549668874172,1.3245033112582782,1.3245033112582782
0.27,6,5,6,4.16,4.2,2.56,6.098,22.22222222222222,18.51851851851852,22.22222222222222
0.3,4,2,2,4.31,4.26,2.63,6.353,13.333333333333334,6.666666666666667,6.666666666666667
0.31,6,3,4,4.32,4.34,2.66,6.438,19.35483870967742,9.67741935483871,12.903225806451614
0.34,6,3,4,4.49,4.51,2.77,6.593,17.64705882352941,8.823529411764705,11.76470588235294
0.3,3,5,8,4.36,4.37,2.67,6.639,10.0,16.666666666666668,26.666666666666668
0.41,4,7,7,4.83,4.79,2.89,6.902,9.75609756097561,17.073170731707318,17.073170731707318
0.42,3,5,4,4.76,4.81,2.99,6.65,7.142857142857143,11.904761904761905,9.523809523809524
1.12,6,4,8,6.7,6.72,4.09,9.192,5.357142857142857,3.571428571428571,7.142857142857142
1.33,1,1,2,6.93,6.89,4.49,8.5,0.7518796992481203,0.7518796992481203,1.5037593984962405
0.51,4,3,7,5.1,5.06,3.18,7.758,7.8431372549019605,5.88235294117647,13.72549019607843
2.18,4,4,2,8.29,8.24,5.12,9.798,1.8348623853211008,1.8348623853211008,0.9174311926605504
2.0,6,7,4,8.09,8.12,4.93,9.476,3.0,3.5,2.0
0.7,4,3,4,5.68,5.64,3.53,7.896,5.714285714285714,4.285714285714286,5.714285714285714
0.63,3,3,5,5.46,5.49,3.41,7.88,4.761904761904762,4.761904761904762,7.936507936507937
2.54,3,4,2,8.75,8.67,5.46,9.761,1.1811023622047243,1.574803149606299,0.7874015748031495
0.6,2,3,4,5.52,5.55,3.25,7.57,3.3333333333333335,5.0,6.666666666666667
1.62,4,3,4,7.56,7.57,4.62,9.604,2.4691358024691357,1.8518518518518516,2.4691358024691357
0.56,3,5,3,5.26,5.3,3.26,7.088,5.357142857142857,8.928571428571427,5.357142857142857
1.06,6,3,2,6.51,6.56,4.04,8.568,5.660377358490566,2.830188679245283,1.8867924528301885
0.72,3,5,4,5.74,5.7,3.59,7.773,4.166666666666667,6.944444444444445,5.555555555555555
0.5,6,4,3,5.05,5.08,3.18,7.12,12.0,8.0,6.0
1.3,4,4,6,7.17,7.08,4.29,9.284,3.0769230769230766,3.0769230769230766,4.615384615384615
1.51,3,3,4,7.39,7.36,4.54,9.631,1.9867549668874172,1.9867549668874172,2.6490066225165565
1.13,4,5,4,6.71,6.67,4.11,8.639,3.5398230088495577,4.424778761061948,3.5398230088495577
0.71,3,2,2,5.78,5.73,3.56,7.805,4.225352112676057,2.8169014084507045,2.8169014084507045
0.32,3,5,8,4.41,4.49,2.74,6.702,9.375,15.625,25.0
0.57,3,4,3,5.33,5.37,3.3,7.218,5.2631578947368425,7.017543859649123,5.2631578947368425
1.42,6,4,5,7.11,7.17,4.48,9.346,4.225352112676057,2.8169014084507045,3.5211267605633805
0.59,6,5,7,5.35,5.38,3.42,7.534,10.16949152542373,8.474576271186441,11.864406779661017
0.71,6,1,5,5.69,5.73,3.58,7.988,8.450704225352114,1.4084507042253522,7.042253521126761
1.66,6,6,3,7.45,7.5,4.71,9.094,3.6144578313253013,3.6144578313253013,1.8072289156626506
0.71,2,5,3,5.64,5.67,3.59,7.648,2.8169014084507045,7.042253521126761,4.225352112676057
0.31,3,4,2,4.34,4.38,2.69,6.011,9.67741935483871,12.903225806451614,6.451612903225807
0.43,3,4,5,4.85,4.89,3.0,6.913,6.976744186046512,9.30232558139535,11.627906976744185
1.0,4,1,3,6.45,6.4,3.89,8.593,4.0,1.0,3.0
1.01,1,2,4,6.56,6.44,3.84,8.665,0.9900990099009901,1.9801980198019802,3.9603960396039604
1.15,4,5,2,6.7,6.66,4.14,8.483,3.4782608695652177,4.347826086956522,1.7391304347826089
0.3,3,1,5,4.35,4.38,2.64,6.653,10.0,3.3333333333333335,16.666666666666668
1.5,6,1,4,7.32,7.41,4.47,9.565,4.0,0.6666666666666666,2.6666666666666665
0.52,6,3,3,5.18,5.21,3.17,7.19,11.538461538461538,5.769230769230769,5.769230769230769
0.55,3,4,6,5.27,5.23,3.25,7.663,5.454545454545454,7.2727272727272725,10.909090909090908
0.33,3,5,6,4.45,4.47,2.76,6.501,9.09090909090909,15.15151515151515,18.18181818181818
0.24,6,3,4,3.98,4.0,2.49,6.038,25.0,12.5,16.666666666666668
0.25,6,3,6,3.98,4.08,2.54,6.306,24.0,12.0,24.0
0.72,3,6,6,5.77,5.8,3.55,7.86,4.166666666666667,8.333333333333334,8.333333333333334
0.3,3,5,3,4.28,4.33,2.69,6.163,10.0,16.666666666666668,10.0
0.7,3,3,3,5.7,5.75,3.54,7.759,4.285714285714286,4.285714285714286,4.285714285714286
0.24,6,6,5,3.98,4.01,2.46,5.984,25.0,25.0,20.833333333333336
1.01,3,2,6,6.53,6.48,3.94,9.287,2.9702970297029703,1.9801980198019802,5.9405940594059405
0.53,3,2,2,5.17,5.13,3.24,7.253,5.660377358490566,3.773584905660377,3.773584905660377
